Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00813-svBbv1Pavdk,5,20,lamp;ventilation;smoke detector;pillow;chair;painting;box;cabinet;book;bed;decor;door frame;sprinkler
00813-svBbv1Pavdk,6,12,lamp;sprinkler;plant;basket;ironing board;railing;door frame;shelving
00813-svBbv1Pavdk,7,19,ventilation;sprinkler;lamp;picture;toilet;door frame;tap;plant;cosmetic;liquid soap;sink;cabinet;shower frame;bathtub
00813-svBbv1Pavdk,8,18,door frame;clothes dryer;washing machine;cloth;compressor;outlet;pipe;recuperator;sprinkler;lamp;frame;air duct;hose
00813-svBbv1Pavdk,9,26,terrace;lamp;ventilation;sprinkler;picture;wall control;painting;plant;table;chair;pillow;flower vase;book;rug;basket;tv;cabinet;pot;blanket;sofa
00813-svBbv1Pavdk,10,32,lamp;sprinkler;ventilation;smoke detector;painting;pot;plant;door frame;flower vase;table;chair;microwave;cabinet;stove;refrigerator;tray;mug;tap;sink;cook book;fruit bowl;worktop;dishwasher;drawers;stool;bottle;cutting board
00814-p53SfW6mjZe,0,16,carpet;curtain;table;chair;board;decoration;cabinet;ceiling duct;shelf;pool stick;toy;vacuum cleaner;ceiling lamp
00814-p53SfW6mjZe,1,18,carpet;rug;tv;cabinet;basket of something;table;couch;statue;decoration;box;lamp;pillow;ceiling lamp;door frame
00814-p53SfW6mjZe,2,13,curtain;carpet;decoration;picture;ceiling lamp;couch;table;bowl;stairs railing;hat
00814-p53SfW6mjZe,3,14,stairs;stairs railing;decoration;cabinet;shoe;mat;fire alarm;ceiling lamp;wall panel
00814-p53SfW6mjZe,4,17,curtain;desk;chair;cabinet;decoration;door frame;lamp;dresser;bed;ceiling lamp;fire alarm;pillow
00814-p53SfW6mjZe,5,21,toilet;toilet brush holder;mat;hanger;mirror;decoration;bathroom cabinet;vent;shelf;towel;shower wall;step;toilet paper;shower floor;shower pipe;shower tap;ceiling lamp
00814-p53SfW6mjZe,6,12,cabinet;refrigerator;basket;sink;laundry machine;ceiling lamp;vent
00814-p53SfW6mjZe,7,12,toilet;trash can;sink cabinet;sink;towel;toilet paper;mirror;door frame
00814-p53SfW6mjZe,8,6,decoration;ceiling lamp
00814-p53SfW6mjZe,9,18,rack;bucket;broom;bag;bottle;cabinet;coffee machine;jar;basket of something;appliance;cutting board;ceiling lamp;board;door frame
00814-p53SfW6mjZe,10,26,decoration;kitchen cabinet;oven and stove;oven vent;kitchen countertop items;kitchen lower cabinet;refrigerator cabinet;refrigerator;sink;toaster;appliance;grate;lamp;bowl;cutting board;microwave;stool;kitchen counter;statue;beam;pillar
00814-p53SfW6mjZe,11,11,beam;pillar;lamp;dining table;dining chair;bowl of fruit;decoration
00814-p53SfW6mjZe,12,27,beam;picture;mirror;decoration;cabinet;book;lamp;bowl;tv;speaker;chair;sofa chair;couch;pillow;table;board;fireplace wall;fireplace;bucket;shelf;towel;basket of towels;rug
00814-p53SfW6mjZe,13,17,wall panel;mat;decoration;cabinet;bowl;chair;door frame;wall lamp;stair handle;stair;stairs railing;stair wall
00814-p53SfW6mjZe,14,15,wall panel;wall lamp;stair;stairs railing;carpet;exercise ball;exercise equipment;exercise mat;fire alarm;cardboard box;basket of something;door frame
00814-p53SfW6mjZe,15,16,fire alarm;carpet;curtain;chair;lamp;table;pillow;bed;cabinet;couch;decoration;door frame
00814-p53SfW6mjZe,16,10,lamp;cabinet;mirror;shower wall;shower seat;shower pipe
00814-p53SfW6mjZe,17,10,carpet;wardrobe;basket;basket of something;clothes;pillow;shoe;hanger
00814-p53SfW6mjZe,18,11,stair;decoration;stair handle;wall lamp;stair wall;carpet;door frame;ceiling lamp
00814-p53SfW6mjZe,19,17,ceiling lamp;fire alarm;curtain;curtain rod;carpet;door frame;dresser;decoration;couch;pillow;bedframe;bedside lamp;bed
00814-p53SfW6mjZe,20,18,shower wall;door frame;decoration;toilet;trash can;vent;bathroom cabinet;sink;towel;step;mirror;box;shower pipe;ceiling lamp
00814-p53SfW6mjZe,21,15,ceiling lamp;carpet;curtain;door frame;wardrobe;fire alarm;bed;bed table;bedside lamp;pillow;towel
00814-p53SfW6mjZe,22,18,ceiling lamp;decoration;curtain;curtain rod;fire alarm;door frame;carpet;dresser;bowl;lamp;bed;bed table;bedside lamp;pillow
00814-p53SfW6mjZe,23,14,ceiling lamp;fire alarm;carpet;wall panel;cabinet;door frame;bin;basket;decoration;laundry machine;mat
00814-p53SfW6mjZe,24,13,bath wall;bathtub;shower curtain;bathroom cabinet;sink;bathroom shelf;towel;mirror;vent
00815-h1zeeAwLh9Z,0,23,beam;rug;basket of something;box of tissues;bottle of detergent;bottle;cabinet;door window;door frame;sconce;basket;bench;wall electronics;statue;flower stand;flowerpot;decorative plant
00815-h1zeeAwLh9Z,1,10,ceiling lamp;sconce;door frame;wall electronics;board;beam
00815-h1zeeAwLh9Z,2,14,ceiling lamp;bar;washing machine and dryer;faucet;washing stuff;towel;towel ring;cabinet;sink;countertop
00815-h1zeeAwLh9Z,3,22,ceiling lamp;mirror;mirror frame;bathroom towel;towel ring;faucet;bottle of soap;toilet;sink;countertop;cabinet;toilet paper;air vent;shelf;window curtain;shower cabin
00815-h1zeeAwLh9Z,4,18,tv;tv stand;appliance;table lamp;cabinet;pillow;blanket;armchair;couch;window curtain;ceiling lamp;beam
00815-h1zeeAwLh9Z,5,36,rug;decorative plant;basket;calendar;dishwasher;kitchen top;stool;kitchen island;window glass;faucet;kettle;towel;kitchen appliance;toaster;microwave;pot;paper towel;kitchen countertop items;sink;kitchen countertop item;wall lamp;kitchen extractor;oven and stove;kitchen lower cabinet;kitchen cabinet;refrigerator;air vent;board;ceiling lamp;beam
00815-h1zeeAwLh9Z,6,13,window glass;decorative plant;lampshade;coaster;desk;basket;beam;dining chair;dining table
00815-h1zeeAwLh9Z,7,20,rug;flower stand;flowerpot;lampshade;appliance;piano stool;piano;pillow;decorative plant;side table;table lamp;couch;bonsai tree;table;beam;basket of something
00815-h1zeeAwLh9Z,8,16,rug;pot;cabinet;vessel;bucket;fireplace;door window;door frame;beam;stairs railing;fireplace wall;recessed wall;stairs
00815-h1zeeAwLh9Z,9,8,door frame;wall electronics;beam;ceiling lamp;shelf
00815-h1zeeAwLh9Z,10,13,beam;door frame;side table;table lamp;couch;mirror;pillow
00815-h1zeeAwLh9Z,11,16,beam;shelf;table lamp;mat;wall lamp;door frame;chair;sewing machine;desk
00815-h1zeeAwLh9Z,12,7,wall lamp;artwork;door frame
00815-h1zeeAwLh9Z,13,17,appliance;wall electronics;box of tissues;bedside lamp;nightstand;book;wall lamp;beam;pillow;bed;ceiling lamp
00815-h1zeeAwLh9Z,14,21,rug;beam;bathroom shelf;toilet paper;toilet;shower curtain;faucet;hot water/cold water knob;shower-bath cabinet;bathroom towel;towel bar;bathrobe;door frame;window curtain
00815-h1zeeAwLh9Z,15,16,mirror;mirror frame;casket;faucet;bathroom towel;cosmetics;beam;window curtain;sink;bathroom cabinet;basket
00815-h1zeeAwLh9Z,16,16,toilet;toilet paper;faucet;mirror;mirror frame;bathroom towel;beam;bathroom cabinet;sink cabinet;wall lamp;door frame;shower cabinet
00815-h1zeeAwLh9Z,17,18,nightstand;bedside lamp;armchair;beam;ceiling lamp;wall lamp;bed;pillow;window seat;door frame;stonework
00820-mL8ThkuaVTM,1,18,ceiling lamp;painting;cabinet;box;book;toy;bed;pillow;heater;curtain;curtain rod
00820-mL8ThkuaVTM,2,23,ceiling vent;floor mat;door frame;towel;hanger;towel bar;mirror;cabinet;sink;tap;hand soap;flower;toilet paper;toilet paper dispenser;toilet;trashcan;shower curtain;bathrobe;bath faucet
00820-mL8ThkuaVTM,3,18,ceiling lamp;painting;door frame;bed;pillow;cabinet;bed table;bedside lamp;flower;curtain;curtain rod
00820-mL8ThkuaVTM,4,13,folding chair;patio chair;table;rug;grill;balustrade;door frame;lamp
00820-mL8ThkuaVTM,5,14,attic door;sensor;balustrade;door frame;wall lamp;wall hanging decoration;ceiling lamp;stairs
00820-mL8ThkuaVTM,6,14,ceiling lamp;heater;wall hanging decoration;door frame;doormat;clothes hanger;wall cabinet;box
00820-mL8ThkuaVTM,7,40,ceiling lamp;wall hanging decoration;wall clock;painting;led tv;fireplace wall;firewood holder;fireplace;rug;coffee table;flower;book;couch;pillow;floor lamp;curtain;curtain rail;heater;picture;wine rack;wine bottle;wall electronics;chair;table;kitchen cabinet;washing machine;oven;microwave;coffee machine;tap;sink;kitchen appliance;refrigerator
00820-mL8ThkuaVTM,8,22,ceiling lamp;painting;wall hanging decoration;rug;bed;pillow;bed table;book;bed light;heater;curtain;curtain rod;cabinet;flower;wall electronics
00820-mL8ThkuaVTM,9,18,electric box;wall electronics;ceiling lamp;painting;heater;guitar;led tv;cabinet;flower;box;media console;newspaper;couch;wardrobe
00820-mL8ThkuaVTM,10,20,heater;towel;handrail;floor mat;toilet;tissue box;mirror;bathroom cabinet;sink;tap;bottle of soap;ventilation hood;wall hanging decoration;bath faucet;wall electronics
00820-mL8ThkuaVTM,11,9,sauna heater;sauna bowl;rail;spa bench;door frame
00820-mL8ThkuaVTM,12,7,ceiling lamp;sensor;wall electronics;picture;door frame
00821-eF36g7L6Z9M,0,15,door frame;door knob;wood;lounger;table;armchair;sofa;chair;ceiling lamp
00821-eF36g7L6Z9M,1,48,oven;kitchen cabinet;cutting board;salt and pepper;kitchen cabinet lower;kitchen sink cabinet;sink;tap;coffee machine;microwave;clock;note;glasses;chair;wood;shelf;decoration;cabinet;door frame;door knob;vessel;range hood;picture;glass;tray;bowl;decorative plant;table;ceiling lamp;kitchen island;air vent;fire detector;fireplace;coffee table;remote control;lighter;firewood;tv;fireplace utensil;mirror;chest
00821-eF36g7L6Z9M,2,30,sitting bench;rack;umbrella;door frame;door knob;picture;floor lamp;armchair;pillow;table;tray;vessel;ottoman;side table;sofa;blanket;decoration;carpet;mat;ceiling lamp;chair;fireplace shelf;hearth;tv
00821-eF36g7L6Z9M,3,16,door frame;door knob;picture;fur carpet;table;decoration;candle;ottoman;chair;ceiling lamp;fire detector
00821-eF36g7L6Z9M,4,8,banister;stairs;ceiling lamp
00821-eF36g7L6Z9M,5,21,air vent;ceiling lamp;mirror;wall lamp;hanger;door knob;toilet;toilet paper;wash cabinet;washbasin;tap;tray;liquid soap;cosmetic
00821-eF36g7L6Z9M,6,49,door knob;door frame;hanger;bath;bath faucet;bath side table;wash cabinet;washbasin;mirror;wall lamp;tap;shower wall;shower shelf;cosmetics;shower floor;shower bench;shower bar;shower dial;shower door frame;decoration;mat;fire detector;ceiling lamp;toilet;toilet brush;toilet paper;bed;carpet;pillow;sheet;bedside table;table lamp;armchair;blanket;floor lamp;chest;basket;desk;chair;cabinet;wardrobe;rack;ceiling door
00821-eF36g7L6Z9M,10,39,mirror;door frame;wall hanger;chest;pillow;music player;fireplace;hearth;fireplace shelf;sitting bench;kitchen cabinet;fridge;sink;tap;shelf;tray;decorative plant;decoration;wall lamp;device;slippers;door knob;mat;fire detector;sofa;table;ottoman;armchair;coffee table;floor lamp;blanket;remote control;ceiling lamp;air vent
00821-eF36g7L6Z9M,11,14,door frame;door knob;fire detector;bed;pillow;bedside table;decoration;ceiling lamp
00821-eF36g7L6Z9M,12,33,door frame;door knob;mirror;cabinet;decoration;fire detector;picture;bed;pillow;bedside cabinet;table lamp;ceiling lamp;wash cabinet;washbasin;faucet;wall hanger;wall lamp;hanger;toilet;toilet paper;toilet brush;air vent;shower floor;shower step;shower door frame;shower bar;shower dial
00821-eF36g7L6Z9M,13,1,cosmetic
00821-eF36g7L6Z9M,14,29,door frame;shower wall;shower bar;shower dial;showerhead;shower hose;shower shelf;soap;cosmetics;shower floor;hanger;mirror;wall lamp;basket;wash cabinet;washbasin;faucet;bathroom cabinet;door knob;toilet;toilet paper;bin;toilet brush;fire detector;ceiling lamp
00821-eF36g7L6Z9M,15,18,door frame;wardrobe;door knob;hanger;fire detector;armchair;pillow;floor lamp;decoration;bed;chest;ceiling lamp
00821-eF36g7L6Z9M,16,16,bed;pillow;bedside table;bell;picture;ceiling lamp;fire alarm;door frame;door knob;carpet
00823-7MXmsvcQjpJ,0,25,beam;chest;desk;rug;chair;drawer;lamp;picture;cabinet;curtain;bed;pillow;door frame;decoration;heater;rack;book;vase;box
00823-7MXmsvcQjpJ,1,26,beam;door frame;heater;bag;curtain;desk;desk chair;chair;table;screen;picture;box;cabinet;book;telephone;board;toy;decoration;appliance;wall lamp
00823-7MXmsvcQjpJ,2,23,beam;door frame;picture;mirror;bed;pillow;table;lamp;tissue box;book;cabinet;box;decoration;bench;rug;heater;curtain
00823-7MXmsvcQjpJ,3,30,beam;cabinet;wall lamp;bathroom cabinet;sink;mirror;shelf;rack;tissue box;soap;bathroom accessory;trashcan;curtain;lamp;wardrobe;box;bag;clothes;robe;picture;basket;appliance;stand;shower cabin;shower wall;shower bar
00823-7MXmsvcQjpJ,4,16,beam;parapet;picture;decoration;wall lamp;door frame;bench;ladder;stairs;balustrade;staircase trim
00823-7MXmsvcQjpJ,5,18,painting;display table;decoration;lamp;picture;door frame;appliance;stairs;vase;cabinet;hat;parapet;flower vase;balustrade
00823-7MXmsvcQjpJ,6,7,picture;box;rug
00823-7MXmsvcQjpJ,7,14,door frame;pillow;painting;picture;toilet paper;wall lamp;toilet;toilet brush;bottle of detergent;lamp;parapet
00823-7MXmsvcQjpJ,8,32,door frame;cabinet;robe;curtain;chair;mirror;picture;box;trashcan;basket;scale;desk;clock;flowerpot;tissue box;bathroom cabinet;sink;appliance;towel;bathtub;bath wall;tap;shower hose/head;shower cabin;shampoo;wall lamp;hanger
00823-7MXmsvcQjpJ,9,29,ceiling lamp;fireplace;parapet;heater;door frame;robe;table;board;desk;desk chair;curtain;curtain rod;picture;box;book;cabinet;decoration;cardboard box;guitar;bed;pillow;display cabinet;lamp;plush toy
00823-7MXmsvcQjpJ,10,29,door frame;picture;heater;curtain;parapet;chandelier;board;bed;pillow;cabinet;lamp;dresser;rack;desk;desk chair;trashcan;guitar;decoration;box;toy;book;mirror;curtain bar
00823-7MXmsvcQjpJ,11,5,box;picture
00823-7MXmsvcQjpJ,12,33,ceiling lamp;curtain;curtain bar;heater;parapet;bed;cabinet;rack;guitar;trashcan;desk;desk chair;lamp;box;board;picture;pillow;book;ball;paper;decoration;cardboard box;case;dresser;printer;appliance;door frame
00823-7MXmsvcQjpJ,13,30,ceiling lamp;bed;pillow;box;lamp;picture;door frame;guitar;curtain;curtain bar;board;cabinet;rack;speaker;desk;desk chair;trashcan;shelf;book;parapet;heater;decoration;appliance;book rack
00823-7MXmsvcQjpJ,14,30,decoration;painting;mirror;electric box;heater;parapet;flowerpot;appliance;door frame;picture;flower vase;cabinet;bag;table;bowl;box;dining table;dining chair;display cabinet;curtain;lamp;sculpture;pipe;bin
00823-7MXmsvcQjpJ,15,49,parapet;heater;picture;wall clock;refrigerator;kitchen cabinet;oven;dishwasher;kitchen counter;kitchen extractor;stove;sink;tap;box;bowl;kettle;kitchen countertop item;appliance;shelf;microwave;dining table;dining chair;stool;trashcan;pipe;bowl of fruit;vase;decoration;clock;glass;kitchen decoration;hanger;towel;dishrag;bag;coffee machine;tray;teapot;pot;pan;handle;bottle;spice rack;wall panel
00823-7MXmsvcQjpJ,16,40,ceiling lamp;curtain;shelf;cabinet;lamp;flowerpot;box;chair;rocking chair;couch;table;chest;book;vase;decoration;bag;paper;pillow;parapet;heater;pipe;bicycle;picture;painting;trashcan;bottle;sculpture;pouffe;rug;book rack;piano;piano stool;binder;appliance
00823-7MXmsvcQjpJ,17,9,curtain;door frame;wall post;flower vase;alarm
00823-7MXmsvcQjpJ,18,10,toilet;bottle;sink;shelf;towel;decoration;mirror
00823-7MXmsvcQjpJ,19,44,beam;curtain;parapet;curtain bar;door frame;stairs;picture;decoration;box;cabinet;lamp;chair;table;rug;couch;pillow;desk;desk chair;trashcan;bag;paper;painting;fireplace;basket;book rack;book;balustrade;heater;magazine;ladder;rack;cover;binder;tool box;cardboard box;case;appliance;folder
00823-7MXmsvcQjpJ,20,39,stairs;ironing board;staircase handrail;tool;bag;shelf;shoe;mat;beam;can;box;pipe;bucket;vacuum cleaner;ladder;boiler;broom;rug;cover;pouffe;platform;lamp;duct;cabinet;basket;electric box;basket of something;laundry machine;refrigerator;wood;support beam;clothes hanger;blanket;bicycle;towel
00823-7MXmsvcQjpJ,21,44,pipe;basket of something;wood;decoration;table;bag;platform;basket;tool;flowerpot;box;shelf;glass;pot;cover;wine rack;cabinet;can;bottle of detergent;can of paint;bucket;drawer;bottle;rack;broom;tool box;appliance;jar;frame;rug;blanket;cardboard box;support;board;duct;wall panel;case;hook;gravel
00823-7MXmsvcQjpJ,22,12,cabinet;bag;ball;box;beam;door frame;bench;ceiling window;tool
00824-Dd4bFSTQ8gi,0,31,rug;couch;sofa chair;fireplace;fireplace wall;shelf;podium;decoration;flower vase;flowerpot;book;picture;lamp;wall panel;table;step;door frame;wall lamp;beam;fan;pillow;blanket;ceiling lamp;ceiling duct;mirror
00824-Dd4bFSTQ8gi,1,17,door frame;painting;flowerpot;ceiling duct;podium;wall lamp;ceiling lamp;dining table;flower vase;dining chair;plate
00824-Dd4bFSTQ8gi,2,16,carpet;door frame;wall panel;decoration;wall lamp;mirror;chair;desk;desk chair;flowerpot;book
00824-Dd4bFSTQ8gi,3,40,door frame;ceiling lamp;fan;painting;couch;table;rug;stool;refrigerator cabinet;refrigerator;cabinet;kitchen lower cabinet;sink;kitchen counter;kitchen cabinet;decoration;vase;flower vase;tray;flowerpot;shelf;bench;pillow;bowl;stove;microwave;oven;towel;kitchen extractor;kitchen countertop item;kitchen countertop items;dishwasher;picture;fire alarm
00824-Dd4bFSTQ8gi,4,8,ceiling duct;fire alarm;ceiling lamp;door frame
00824-Dd4bFSTQ8gi,5,17,carpet;fire alarm;fan;bed;door frame;rack;lamp;table;book;wall panel;painting;pillow
00824-Dd4bFSTQ8gi,6,15,fan;fire alarm;door frame;bed;pillow;lamp;table;decoration;shelf
00824-Dd4bFSTQ8gi,7,15,fire alarm;decoration;door frame;painting;bed;fan;lamp;cabinet;book;pillow
00824-Dd4bFSTQ8gi,8,14,toilet;bathroom cabinet;sink;air conditioner;bathtub;shower curtain;trash can;mirror
00824-Dd4bFSTQ8gi,9,17,towel bar;towel;toilet;toilet brush;toilet paper dispenser;bathroom cabinet;sink;tissue box;mirror;door frame;wardrobe
00827-BAbdmeyTvMZ,0,8,door frame;cabinet;rod;washer-dryer
00827-BAbdmeyTvMZ,1,16,couch;chair;table;lamp;pouffe;tv;ceiling lamp;furniture;fan;decoration
00827-BAbdmeyTvMZ,2,17,picture;door frame;chest of drawers;lamp;armchair;curtain;curtain rod;desk;table;rug
00827-BAbdmeyTvMZ,3,18,decoration;door frame;chair;mirror;picture;table;bed;curtain;curtain rod;rug;ceiling lamp;pillow
00827-BAbdmeyTvMZ,4,15,bed;lamp;door frame;pillow;chair;table;shelf;hanging clothes
00827-BAbdmeyTvMZ,5,25,mirror;cabinet;barrel;bathtub;drawer;countertop;sink;faucet;lamp;toilet;toilet paper;bathroom shelf;knob;toilet brush;plunger;shower knob;shower floor;shower seat
